Product Name,Calories,Protein,Carbohydrates,Fat,Sugars,Category,Serving Size,DietarySuitability,ContainsGluten,ContainsDairy,ContainsNuts,ContainsPeanuts,ContainsSoy,ContainsEggs,ContainsSesame,ContainsFish,IsDiabeticFriendly,ContainsMeat,Image
"Cereal, oatmeal, cooked, quick (1 or 3 minutes), fat 0t added",61,2.1,9.4,1,0.2,BreakfastItems,100,"Vegan,  DiabeticFriendly",0,0,1,0,0,0,0,0,1,0,
"Cereal, oatmeal, cooked, instant, fat 0t added",87,2.5,15.4,1.3,3.9,BreakfastItems,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Rice, white, cooked, fat 0t added",130,2.7,27.8,0.3,0.1,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,PIC/
"Rice, white, parboiled, cooked, fat 0t added",122,2.9,24.9,0.4,0.1,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Rice, brown, regular, cooked, fat 0t added",110,2.6,21,0.9,0.4,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Rice, brown, fried in ca0la oil",165,2.7,22,6.5,0.4,SideDish,100,Vegan,0,0,0,0,0,0,0,0,0,0,PIC/
"Rice, white, uncooked",365,7.1,78.7,0.7,0.1,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,PIC/
"Rice, wild 100%, cooked, fat 0t added",100,4,19.4,0.3,0.7,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Rice, brown and wild, cooked, fat 0t added",109,2.8,20.8,0.8,0.4,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Rice, white, parboiled, uncooked",374,8.1,78.2,1,0.3,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Semolina, uncooked",360,12.7,72.8,1,0,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,PIC/
"Cereal, semolina porridge, cooked with water, fat 0t added",43,1.5,8.6,0.1,0,BreakfastItems,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,0,
"Porridge, infant food, semolina, uncooked, powder, Materna",361,11.6,75.3,1.2,,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Wheat, rolled, cooked, fat 0t added",47,1.5,9,0.3,0.1,Dish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,0,PIC/
"Wheat, whole, cooked with onion and ca0la oil",138,3.8,18.4,4.6,1.1,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,PIC/
"Soup, semolina, with ca0la oil",39,1,2.4,2.8,0.5,Dish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,0,PIC/
"Couscous, cooked, with soy oil",185,5.4,31.2,3.9,0,Dish,100,Vegan,0,0,0,0,1,0,0,0,0,0,PIC/
"Couscous, white, uncooked",376,12.8,72.4,0.6,,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,PIC/
"Wheat, whole, uncooked",340,10.7,75.4,2,0.4,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,PIC/
"Couscous, whole wheat, uncooked",333,11,71,1.5,,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,PIC/
"Qui0a, uncooked ",368,14.1,57.2,6.1,,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,PIC/
"Qui0a, cooked with ca0la oil",201,6,24.2,7.7,0,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,PIC/
"Qui0a, cooked, fat 0t added",140,5.4,21.7,2.3,0,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,PIC/
"Rice, fried, with vegetables, eggs, soy oil, Chinese style",170,3.5,25,5.6,0.6,BreakfastItems,100,Vegan,0,0,0,0,1,1,0,0,0,0,
"Rice with pinenuts, fried in olive oil",235,3.9,27.4,12.1,0.4,Snacks,100,Vegan,0,0,1,0,0,0,0,0,0,0,PIC/
"Rice with pinenuts, fried in soy oil",184,3.3,29.4,5.5,0.2,Snacks,100,Vegan,0,0,1,0,1,0,0,0,0,0,
"Rice with white beans, fried in soy oil",178,4.3,27.2,4.7,0.7,Additio0fVegetables,100,Vegan,0,0,0,0,1,0,0,0,0,0,
"Rice, with onions, cooked in olive oil",166,2.6,26.4,5,0.7,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Rice, with onions, cooked in sunflower oil",178,2.7,29.3,5,0.7,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Rice, with onions, cooked in soy oil",178,2.7,29.3,5,0.7,Dish,100,Vegan,0,0,0,0,1,0,0,0,0,0,
"Rice, with onions, cooked in ca0la oil",178,2.7,29.3,5,0.7,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Rice, with onions, cooked in corn oil",179,2.7,29.3,5,0.7,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Cereal, oats, cooked, milk-based",101,4.6,11.2,3.5,4.3,BreakfastItems,100,Vegan,0,1,0,0,0,0,0,0,0,0,
"Oat bran, uncooked",246,17.3,50.8,7,1.5,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Rice bran, uncooked",316,13.4,28.7,20.9,0.9,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Dough, yeast, basic, whole wheat flour, for pizza/focaccia/calzone, baked",229,7.5,35.8,5.1,1.9,Dish,100,Vegan,1,0,0,0,0,0,0,0,0,0,
"Pizza, yeast pastry, 0 cheese, baked",263,6.3,43.7,5.8,4.9,Dairy,100,Vegan,0,1,0,0,0,0,0,0,0,0,
"Pizza, unbaked base, gluten-free, frozen",271,3,39.6,10.9,3,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Eggroll, filled with vegetables, baked, Chinese style",225,5.2,35.2,7,6.8,BreakfastItems,100,Vegan,0,0,0,0,0,1,0,0,0,0,
"Kubbeh, semolina with chicken for soup, homemade",219,10,33.8,4.4,0.5,Meat,100,Vegan,0,0,0,0,0,0,0,0,0,1,
"Kubbeh, for soup, Yasmin",197,11.9,19.5,4,0.7,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Kubbeh, Hamusta, for sour soup",165,11.2,20.5,3.8,,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Kubbeh, bulgur, with lamb, for soup, homemade",233,10.1,32.3,5.4,0.7,Meat,100,Vegan,0,0,0,0,0,0,0,0,0,1,
"Kubbeh, Nablus, with lean beef, fried, fat 0t added",275,11.4,30.2,10,1.4,Meat,100,Vegan,0,0,0,0,0,0,0,0,0,1,
"Dough, made from cream, flour and margarine, baked",391,5.9,39.5,22.7,0.2,Dish,100,Vegan,1,1,0,0,0,0,0,0,0,0,
"Beef, kishke (stuffed intestines), raw, TivonVeal",224,10,12,15,0.6,Meat,100,Vegan,0,0,0,0,0,0,0,0,0,1,
"Beef, kishke (stuffed intestines), baked",304,12.6,15.1,21.4,0.8,Meat,100,Vegan,0,0,0,0,0,0,0,0,0,1,
"Amiza, Ethiopian baked pastry, homemade",292,6.8,46,7.6,0.2,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,PIC/
"Jachnun, Yemenite dish, baked",388,5,42.4,22,0,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Pastry, puff, from margarine, 0t baked, homemade",377,4.5,32,24.8,0.1,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Pastry, phyllo, uncooked",302,8.9,62,0,,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Sambousek, cheese filling, with yeast, baked, homemade",304,10.7,36.1,12,1.8,Dairy,100,Vegan,0,1,0,0,0,0,0,0,0,0,
"Sambousek, spinach filling, baked, homemade",274,6.6,38.4,9.4,1.8,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Maklubeh, with chicken thighs, cauliflower and pinenuts, with ca0la oil-fried onions",137,7,13.2,5.8,1,Snacks,100,Vegan,0,0,1,0,0,0,0,0,0,1,
"Mejadra, with ca0la-fried onions, rice and ca0la oil, homemade",164,5.1,22.1,4.7,1.5,SideDish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Mejadra, with whole rice, ca0la-fried onions and ca0la oil, homemade",152,5,18.1,5.1,1.6,SideDish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Soup, barley, with tomatoes, onions, with ca0la oil, homemade",31,0.5,3.3,1.6,1,Dish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,0,
"Soup, barley, with vegetables, with soy oil, homemade",36,0.5,4.4,1.7,0.7,Additio0fVegetables,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,0,1,0,
"Soup, tomato with lots of 0odles, prepared from powder (instant, in cup)",72,1,13.8,1.2,4.1,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Soup, pea or vegetable or mushroom, energy-reduced, prepared from mix (instant, in cup), K0rr",28,0.7,5.1,0.5,,Additio0fVegetables,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,0,
"Grapefruit and orange sections, cooked, canned or frozen, unsweetened, water pack",27,0.5,5.5,0.1,5.5,Dish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,0,
"Apple, dried, uncooked",243,0.9,57.2,0.3,57.2,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Apple, dried, cooked, unsweetened",57,0.2,13.3,0.1,13.3,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Apple, dried, cooked, sweetened",87,0.2,21.3,0.1,21.3,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Apricot, dried, cooked, unsweetened",85,1.2,19.5,0.2,19.6,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Apricot, dried, cooked, sweetened",113,1.1,26.9,0.2,26.9,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Fig, dried, cooked, unsweetened",107,1.4,23.4,0.4,23.4,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Fig, dried, cooked, with added sugar",132,1.3,30.1,0.4,30.1,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Peach, dried, uncooked",239,3.6,53.1,0.8,41.7,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Peach, dried, cooked, unsweetened",77,1.2,17,0.3,17,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Peach, dried, cooked, with sugar",105,1,24.6,0.2,24.6,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Pear, dried, uncooked",262,1.9,62.2,0.6,62.2,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Pear, dried, cooked, unsweetened",127,0.9,27.4,0.3,27.4,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Pear, dried, cooked, with sugar",151,0.8,34.1,0.3,34,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Plums, dried (prunes), uncooked",240,2.2,56.8,0.4,38.1,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Plums, dried (prunes), uncooked with pip, pip 0t eaten",204,1.9,54.3,0.3,32.4,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Plums, dried (prunes), stewed, without added sugar",107,1,25,0.2,25,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Plums, dried (prunes), stewed, with added sugar",133,0.9,31.9,0.1,31.8,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Plums, dried (prunes), stewed, with pip, 0 added sugar",91,0.8,23.9,0.1,21.2,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Raisins, cooked",219,1.4,55.7,0.2,48,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Applesauce, stewed apples, unsweetened",42,0.2,11.3,0.1,9.4,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Applesauce, stewed apples, with added sugar",68,0.2,16.3,0.2,14.7,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Applesauce, stewed apples, sweetened with low calorie sweetener",42,0.2,10.2,0.1,9.4,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Apple, cooked or canned, with syrup",67,0.2,14.8,0.4,14.8,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,PIC/
"Apple, baked, unsweetened",56,0.3,12.3,0.2,11.2,Snacks,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Apple, baked, with sugar",95,0.3,22.5,0.2,21.5,Snacks,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Apricot, cooked or canned, unsweetened, water pack",27,0.7,4.8,0.2,4.8,Dish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,0,
"Apricot, cooked or canned, in heavy syrup",83,0.5,19.9,0.1,19.9,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Apricot, cooked or canned, in light syrup",63,0.5,14.9,0.1,14.9,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Apricot, cooked or canned, drained solids",83,0.6,18.6,0.1,18.6,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Apricot, cooked or canned, juice pack",48,0.6,10.7,0,10.7,Desserts,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Carambola (starfruit), cooked, with sugar",51,1.1,8.8,0.3,8.9,Desserts,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,0,
"Cherries, sour, red, cooked, unsweetened",36,0.8,7.8,0.1,7.6,Desserts,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,0,
"Cherries, sweet, cooked, unsweetened, water pack",46,0.8,10.3,0.1,10.3,Desserts,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Cherries, sweet, cooked or canned, in heavy syrup",83,0.6,19.9,0.2,16.2,Desserts,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Cherries, sweet, cooked or canned, drained solids",83,0.7,18.8,0.2,16.2,Desserts,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Cherries, sweet, cooked or canned, juice pack",54,0.9,12.3,0,12.3,Desserts,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Fig, cooked or canned, unsweetened, water pack",53,0.4,11.8,0.1,11.8,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Fig, cooked or canned, in light syrup",69,0.4,16.1,0.1,16.1,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,PIC/
"Grapes, seedless, cooked or canned, in heavy syrup",76,0.5,19,0.1,19.1,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Lychee, cooked or canned, in sugar or syrup",95,0.6,23.2,0.3,23.2,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Nectarine, cooked, with sugar",92,0.8,22,0.2,21.2,Additio0fVegetables,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Papaya, cooked or canned, in sugar or syrup",79,0.3,19.1,0.2,18.2,Additio0fVegetables,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Peach, cooked or canned, unsweetened, water pack",24,0.4,4.8,0.1,4.8,Snacks,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,0,
"Peach, cooked or canned, in heavy syrup",74,0.4,18.6,0.1,18.6,Snacks,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Peach, cooked or canned, in light or medium syrup",54,0.4,13.3,0,13.3,Snacks,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Peach, cooked or canned, drained solids",72,0.5,17.2,0.2,14.7,Desserts,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Peach, cooked or canned, juice pack",44,0.6,10.3,0,10.3,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,PIC/
"Pear, cooked or canned, unsweetened, water pack",29,0.2,6.2,0,6.1,Dish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,0,
"Pear, cooked or canned, in heavy syrup",74,0.2,17.6,0.1,15.2,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Pear, cooked or canned, in light syrup",57,0.2,13.6,0,12.1,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Pear, cooked or canned, drained solids",74,0.2,16.4,0.2,16.4,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Pear, baked",105,0.2,24.4,0.2,24.3,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Pear, cooked or canned, juice pack",50,0.3,11.3,0.1,9.7,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Pineapple, cooked or canned, unsweetened, waterpack",32,0.4,7.5,0.1,7.5,Dish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,0,
"Pineapple, cooked or canned, in heavy syrup",78,0.3,19.4,0.1,16.9,Additio0fVegetables,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Pineapple, cooked or canned, in light syrup",52,0.4,12.6,0.1,12.7,Additio0fVegetables,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Pineapple, cooked or canned, drained solids",60,0.5,14.3,0.1,14.3,Additio0fVegetables,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Pineapple, cooked or canned, juice pack",60,0.4,14.9,0.1,14.4,Additio0fVegetables,100,Vegan,0,0,0,0,0,0,0,0,0,0,PIC/
"Plum, cooked or canned,unsweetened, water pack",41,0.4,10.1,0,10.1,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Plum, cooked or canned, in light syrup",63,0.4,15.4,0.1,15.3,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Plum, cooked or canned, drained solids",89,0.4,21.6,0.1,21.6,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Plum, cooked or canned, juice pack",58,0.5,14.3,0,14.2,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,PIC/
"Quince, cooked with added sugar and water",67,0.2,17.6,0.1,9.1,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Rhubarb, cooked or canned, unsweetened",21,0.9,2.7,0.2,1.1,Dish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,0,
"Rhubarb, cooked or canned, in light syrup",92,0.4,22,0.1,20.2,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Rhubarb, cooked or canned, drained solids",116,0.4,29.2,0.1,28.7,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Blueberries, cooked or canned, unsweetened, water pack",38,0.5,8.1,0.2,6.7,Desserts,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,0,
"Blueberries, cooked or canned, in heavy syrup",88,0.6,20.5,0.3,20.5,Desserts,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Raspberries, cooked or canned, unsweetened, water pack",35,0.8,3.6,0.4,3,Dish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,0,
"Strawberries, cooked or canned, unsweetened, water pack",21,0.4,3.8,0.2,3.3,Desserts,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,0,
"Strawberries, cooked or canned, in syrup",92,0.6,21.8,0.3,21.8,Desserts,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Fruit cocktail, cooked or canned,  unsweetened, water pack",32,0.4,7.5,0.1,7.5,Desserts,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,0,
"Fruit cocktail, cooked or canned, in light syrup",57,0.4,13.9,0.1,13.9,Desserts,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Fruit cocktail, cooked or canned, drained solids",70,0.5,17.1,0.1,17.1,Desserts,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Fruit cocktail, cooked or canned, juice pack",46,0.5,10.9,0,10.9,Desserts,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Potatoes, baked, peel 0t eaten, salted",92,2,19.9,0.1,1.7,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Potatoes, peeled, baked in soy sauce and soy oil",140,2.6,18.7,6.4,1.2,Dish,100,Vegan,0,0,0,0,1,0,0,0,0,0,
"Potatoes, unpeeled, baked with soy oil",161,2.8,20.9,6.8,1.3,Additio0fVegetables,100,Vegan,0,0,0,0,1,0,0,0,0,0,
"Potatoes, baked, peel eaten, fat 0t added ",92,2.5,18.8,0.1,1.2,Additio0fVegetables,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Potatoes, peeled, cooked with ca0la -fried onions, fat 0t added",107,1.9,18.6,2.2,2.1,Additio0fVegetables,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Potatoes, peeled, cooked with mushrooms and onions, with soy oil",114,2.4,14.7,5.4,1.4,Additio0fVegetables,100,Vegan,0,0,0,0,1,0,0,0,0,0,
"Potatoes, baked in margarine",119,2.2,19.4,3.8,0.9,Additio0fVegetables,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Potatoes, peeled, baked, with ca0la oil",144,2.2,19.3,6.7,0.9,Additio0fVegetables,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Potatoes, french fries, from frozen, oven baked",164,2.7,24.9,5.2,0.3,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Potatoes, french fries, frozen, cooked in microwave, Tapugan",187,2.9,25.8,8,0.7,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Potatoes, peeled, cooked in tomato paste and soy oil",95,1.3,13.4,3.7,0.9,Dish,100,Vegan,0,0,0,0,1,0,0,0,0,0,
"Potato pancakes, fried in soy oil",216,3.6,21.4,13.2,0.8,Desserts,100,Vegan,1,0,0,0,1,0,0,0,0,0,
"Potato pancakes, with green onion, fried without oil",115,4,22.4,1,1.1,Desserts,100,Vegan,1,0,0,0,0,0,0,0,0,0,
"Soup, potato, with milk  and sweet cream, creamed",146,3.1,11.5,9.6,3.5,Dairy,100,Vegan,0,1,0,0,0,0,0,0,0,0,
"Soup, sweet potato with potato",37,0.9,8,0.1,1,Dish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,0,
"Soup, potato, with onion, carrots, and dill",29,0.8,6.1,0.1,1.1,Dish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,0,
"Soup, sweet potato, with potato and coconut milk",96,1.5,10.1,5.2,2.6,Dairy,100,Vegan,0,1,1,0,0,0,0,0,0,0,
"Soup, sweet potato, with carrots and pumpkin",25,0.6,5,0.1,1.9,Dish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,0,
"Soup, potato with rice and carrots",44,1,9.6,0.1,0.8,Dish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,0,
"Soup, Russian with potatoes, rice, pickled cucumber, and fried onions",50,1.2,10.5,0.3,0.5,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Soup, Russian with potatoes, barley, carrot, pickled cucumber, and onion",53,1.4,10.6,0.2,1.2,Dish,100,Vegan,0,0,0,0,0,0,0,0,0,0,
"Celeriac, (celery root), cooked",44,1.6,7.7,0.3,1.7,Dish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,0,
"Beet greens, cooked, fat 0t added ",27,2.5,2.5,0.2,0.6,Dish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,0,
"Vine leaves, stuffed with rice and beef in own sauce, with soy oil",142,7,8.7,7.2,0.2,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,0,1,1,
"Vine leaves, stuffed with rice and veal in own sauce, with olive oil",137,6.7,9.1,6.4,0.7,Dish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,0,
"Vine leaves, stuffed with rice, and lamb in tomato sauce, with olive oil",118,5.6,8.5,5.5,1.2,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,
"Vine leaves, stuffed with rice in tomato sauce, with soy oil",117,2.7,14.9,3.5,1.3,Dish,100,Vegan,0,0,0,0,1,0,0,0,0,0,
"Dandelion greens, cooked, fat 0t added ",33,2,3.4,0.6,0.5,Dish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,0,PIC/
"Dandelion greens, cooked with olive oil-fried onion",49,2.2,4.7,1.7,1.2,Dish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,0,PIC/
"Dandelion greens, cooked with soy oil-fried onion",49,2.2,4.7,1.7,1.2,Dish,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,0,1,0,PIC/
"Spinach, cooked, filling for pastry, with soy oil",99,3.8,3.3,7.5,1.4,Dish,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,0,1,0,
"Spinach, cooked, from fresh, fat 0t added ",23,3,1.3,0.3,0.4,Dish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,0,
"Spinach, cooked, from frozen, fat 0t added ",34,4,1.1,0.9,0.5,Dish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,0,
"Spinach, cooked, from canned, fat 0t added ",23,2.8,1,0.5,0.4,Dish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,0,
"Bitter melon leaves, horseradish leaves, jute leaves, or radish leaves, cooked, fat 0t added ",41,4,5.9,0.4,1,Dish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,0,
"Jew's mallow (jute, potherb), malouchia , cooked in olive oil",77,4,6.8,3.9,1.3,Dish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,0,
"Chicory, cooked with olive oil",49,1.5,4.9,3,1.1,Dish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,0,PIC/
"Jew's mallow (jute, potherb), malouchia, cooked, fat 0t added",47,4.1,7,0.3,1.4,Dish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,0,
"Mallow, hubeiza, cooked with olive oil",62,4.8,5.5,1.4,0.5,Dish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,0,PIC/
"Dock, cooked, 0 added salt",20,1.8,0.3,0.6,0,Dish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,0,PIC/
"Broccoli, cooked, NS as to form, fat 0t added ",35,2.4,3.8,0.4,1.4,Additio0fVegetables,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,0,
"Broccoli, cooked, from frozen, fat 0t added ",28,3.1,2.3,0.1,1.5,Additio0fVegetables,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,0,
"Broccoli, cooked with soy oil",43,3.1,2.3,1.9,1.5,Additio0fVegetables,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,0,1,0,PIC/
"Broccoli, cooked with margarine",53,3,2.3,3,1.4,Additio0fVegetables,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,0,
"Soup, broccoli and cauliflower, prepared from mix,(instant, in cup) K0rr ",49,0.8,8.6,1.3,,Additio0fVegetables,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,0,
"Salad, carrot, cooked, Moroccan",78,1.2,7.4,4,4.5,Salad,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,0,
"Salad, carrot, cooked, Moroccan, in soy oil with hot pepper",58,0.8,5.3,2.9,3.4,Salad,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,0,1,0,
"Carrots, cooked, from fresh, fat 0t added",35,0.8,5.2,0.2,3.4,Additio0fVegetables,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,0,
